"","Call_askPrice","Call_askQty","Call_bidprice","Call_bidQty","Call_change","Call_changeinOpenInterest","Call_expiryDate","Call_identifier","Call_impliedVolatility","Call_lastPrice","Call_openInterest","Call_pChange","Call_pchangeinOpenInterest","Call_strikePrice","Call_totalBuyQuantity","Call_totalSellQuantity","Call_totalTradedVolume","Call_underlying","Call_underlyingValue","expiryDate","Put_askPrice","Put_askQty","Put_bidprice","Put_bidQty","Put_change","Put_changeinOpenInterest","Put_expiryDate","Put_identifier","Put_impliedVolatility","Put_lastPrice","Put_openInterest","Put_pChange","Put_pchangeinOpenInterest","Put_strikePrice","Put_totalBuyQuantity","Put_totalSellQuantity","Put_totalTradedVolume","Put_underlying","Put_underlyingValue","strikePrice","current_time"
"384","23.65","200","23.5","1200","4.2","26882","29-Jul-2021","OPTIDXNIFTY29-07-2021CE16000.00","8.53","23.65","87206","21.5938303341902","44.5626947815132","16000","265750","225900","271896","NIFTY","15824.05","29-Jul-2021","201","2300","199.1","300","-176.75","1684","29-Jul-2021","OPTIDXNIFTY29-07-2021PE16000.00","12.72","199.1","13871","-47.0267393907144","13.818002789858","16000","40850","50100","33345","NIFTY","15824.05","16000",2021-07-23 01:22:42
"385","152","250","150.15","50","39.1","2662","26-Aug-2021","OPTIDXNIFTY26-08-2021CE16000.00","8.35","152","30684","34.6324180690877","9.49967882378131","16000","35550","65600","22779","NIFTY","15824.05","26-Aug-2021","287.95","500","285.05","50","-134.8","281","26-Aug-2021","OPTIDXNIFTY26-08-2021PE16000.00","14","285.65","10105","-32.0608871447259","2.86034201954397","16000","11150","22300","6796","NIFTY","15824.05","16000",2021-07-23 01:22:42
"386","306.7","4800","1.1","900","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE16000.00","0","0","0","0","0","16000","3250","4800","0","NIFTY","15824.05","02-Sep-2021","517.3","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE16000.00","0","0","0","0","0","16000","0","4800","0","NIFTY","15824.05","16000",2021-07-23 01:22:42
"387","315.9","4800","6.4","5000","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE16000.00","0","0","0","0","0","16000","5000","4800","0","NIFTY","15824.05","09-Sep-2021","517.4","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE16000.00","0","0","0","0","0","16000","0","4800","0","NIFTY","15824.05","16000",2021-07-23 01:22:42
"388","330.2","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE16000.00","0","0","0","0","0","16000","0","4800","0","NIFTY","15824.05","16-Sep-2021","518.4","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE16000.00","0","0","0","0","0","16000","0","4800","0","NIFTY","15824.05","16000",2021-07-23 01:22:42
"389","90.25","100","84.6","50","12.3","43","12-Aug-2021","OPTIDXNIFTY12-08-2021CE16000.00","8.19","86.75","180","16.5211551376763","31.3868613138686","16000","9900","5300","423","NIFTY","15824.05","12-Aug-2021","299.85","50","238.7","50","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE16000.00","0","0","0","0","0","16000","9650","250","0","NIFTY","15824.05","16000",2021-07-23 01:22:42
"390","2023.85","50","1984.75","50","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021CE13850.00","0","0","0","0","0","13850","7450","8500","0","NIFTY","15824.05","26-Aug-2021","7.95","50","6.5","50","-6.5","178","26-Aug-2021","OPTIDXNIFTY26-08-2021PE13850.00","21.98","6.5","188","-50","1780","13850","48000","17650","534","NIFTY","15824.05","13850",2021-07-23 01:22:42
"391","551.95","50","551","50","54.3","45.5","30-Dec-2021","OPTIDXNIFTY30-12-2021CE16000.00","4.78","552.4","11356","10.901425416583","0.402281066265859","16000","3650","5800","481","NIFTY","15824.05","30-Dec-2021","510","50","509.6","100","-85","83","30-Dec-2021","OPTIDXNIFTY30-12-2021PE16000.00","17.92","509.9","6869","-14.288115649689","1.22310639552019","16000","9600","14050","1229","NIFTY","15824.05","16000",2021-07-23 01:22:42
"392","875.9","100","751.9","50","0","0","31-Mar-2022","OPTIDXNIFTY31-03-2022CE16000.00","0","760","26","0","0","16000","150","500","0","NIFTY","15824.05","31-Mar-2022","619.95","100","595.75","350","-108.9","9","31-Mar-2022","OPTIDXNIFTY31-03-2022PE16000.00","19.31","601","32","-15.3401887589801","39.1304347826087","16000","400","200","11","NIFTY","15824.05","16000",2021-07-23 01:22:42
"393","1049.95","50","900","50","-289.8","1","30-Jun-2022","OPTIDXNIFTY30-06-2022CE16000.00","0","1023.7","1","-22.0631899505139","0","16000","50","150","1","NIFTY","15824.05","30-Jun-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16000",2021-07-23 01:22:42
"394","1430.6","100","1375.15","50","-69","-1","29-Dec-2022","OPTIDXNIFTY29-12-2022CE16000.00","0","1385","145","-4.7455295735901","-0.684931506849315","16000","100","450","1","NIFTY","15824.05","29-Dec-2022","972.5","150","925","100","-40","3","29-Dec-2022","OPTIDXNIFTY29-12-2022PE16000.00","24.94","950","127","-4.04040404040404","2.41935483870968","16000","200","350","6","NIFTY","15824.05","16000",2021-07-23 01:22:42
"395","2091.1","100","2030.05","50","-145","19","28-Dec-2023","OPTIDXNIFTY28-12-2023CE16000.00","0","2025","28","-6.68202764976959","211.111111111111","16000","300","400","19","NIFTY","15824.05","28-Dec-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16000",2021-07-23 01:22:42
"396","0.05","376800","0","0","-3.5","-10764","22-Jul-2021","OPTIDXNIFTY22-07-2021CE16000.00","7.41","0.05","45263","-98.5915492957747","-19.2121655630321","16000","0","1086225","508502","NIFTY","15824.05","22-Jul-2021","176","1050","175.15","450","-182.8","-1816","22-Jul-2021","OPTIDXNIFTY22-07-2021PE16000.00","13.95","175.15","1095","-51.0685849979047","-62.3840604603229","16000","88050","25350","31751","NIFTY","15824.05","16000",2021-07-23 01:22:42
"397","122.4","50","120","50","9.95","24","18-Aug-2021","OPTIDXNIFTY18-08-2021CE16000.00","8.55","119.95","29","9.04545454545455","480","16000","6300","1750","42","NIFTY","15824.05","18-Aug-2021","345.25","4800","7","50","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE16000.00","0","0","0","0","0","16000","350","4800","0","NIFTY","15824.05","16000",2021-07-23 01:22:42
"398","14.8","50","14.6","50","-0.6","13964","29-Jul-2021","OPTIDXNIFTY29-07-2021CE16050.00","8.53","14.55","18517","-3.96039603960396","306.698879859433","16050","173150","30550","61370","NIFTY","15824.05","29-Jul-2021","248.8","50","240.75","150","-185.3","112","29-Jul-2021","OPTIDXNIFTY29-07-2021PE16050.00","13.66","242.15","390","-43.3500994268335","40.2877697841727","16050","16450","12050","681","NIFTY","15824.05","16050",2021-07-23 01:22:42
"399","42.8","150","36.65","400","8.3","398","05-Aug-2021","OPTIDXNIFTY05-08-2021CE16050.00","8.47","42.8","511","24.0579710144927","352.212389380531","16050","27350","14400","1255","NIFTY","15824.05","05-Aug-2021","263.1","200","243.5","100","-149.75","0","05-Aug-2021","OPTIDXNIFTY05-08-2021PE16050.00","13.02","257.2","6","-36.7981324487038","0","16050","14650","6850","16","NIFTY","15824.05","16050",2021-07-23 01:22:42
"400","175.4","300","32.1","300","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE16050.00","0","0","0","0","0","16050","6450","5700","0","NIFTY","15824.05","12-Aug-2021","0","0","0.5","200","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE16050.00","0","0","0","0","0","16050","200","0","0","NIFTY","15824.05","16050",2021-07-23 01:22:42
"401","2097.55","1500","1907.75","75","0","0","22-Jul-2021","OPTIDXNIFTY22-07-2021CE13850.00","0","0","0","0","0","13850","6375","6300","0","NIFTY","15824.05","22-Jul-2021","0.15","5100","0","0","-0.1","53","22-Jul-2021","OPTIDXNIFTY22-07-2021PE13850.00","74.99","0.05","77","-66.6666666666667","220.833333333333","13850","0","119250","112","NIFTY","15824.05","13850",2021-07-23 01:22:42
"402","203.05","4800","0.3","50","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE16050.00","0","225","2","0","0","16050","100","4800","0","NIFTY","15824.05","18-Aug-2021","401.4","4800","0","0","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE16050.00","0","0","0","0","0","16050","0","4800","0","NIFTY","15824.05","16050",2021-07-23 01:22:42
"403","132","50","126.05","50","37.15","298","26-Aug-2021","OPTIDXNIFTY26-08-2021CE16050.00","8.46","131.95","467","39.1877637130802","176.331360946746","16050","17400","15000","976","NIFTY","15824.05","26-Aug-2021","325.15","50","293.55","50","-163.45","4","26-Aug-2021","OPTIDXNIFTY26-08-2021PE16050.00","14.3","318.15","39","-33.9389534883721","11.4285714285714","16050","9850","8500","49","NIFTY","15824.05","16050",2021-07-23 01:22:42
"404","311.5","4800","0.1","50","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE16050.00","0","0","0","0","0","16050","50","4800","0","NIFTY","15824.05","02-Sep-2021","574.05","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE16050.00","0","0","0","0","0","16050","0","4800","0","NIFTY","15824.05","16050",2021-07-23 01:22:42
"405","304.15","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE16050.00","0","0","0","0","0","16050","0","4800","0","NIFTY","15824.05","09-Sep-2021","568.35","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE16050.00","0","0","0","0","0","16050","0","4800","0","NIFTY","15824.05","16050",2021-07-23 01:22:42
"406","317.35","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE16050.00","0","0","0","0","0","16050","0","4800","0","NIFTY","15824.05","16-Sep-2021","568.35","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE16050.00","0","0","0","0","0","16050","0","4800","0","NIFTY","15824.05","16050",2021-07-23 01:22:42
"407","348.95","900","191.1","600","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021CE16050.00","0","234.4","1","0","0","16050","1650","5850","0","NIFTY","15824.05","30-Sep-2021","542.45","900","0","0","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021PE16050.00","0","0","0","0","0","16050","0","5800","0","NIFTY","15824.05","16050",2021-07-23 01:22:42
"408","0.05","17250","0","0","-3.2","-9388","22-Jul-2021","OPTIDXNIFTY22-07-2021CE16050.00","9.32","0.05","7108","-98.4615384615385","-56.9107662463628","16050","0","465075","99769","NIFTY","15824.05","22-Jul-2021","227.6","750","225.4","225","-178.6","-30","22-Jul-2021","OPTIDXNIFTY22-07-2021PE16050.00","18.68","227","305","-44.0335305719921","-8.95522388059701","16050","26475","16575","1620","NIFTY","15824.05","16050",2021-07-23 01:22:42
"409","0.05","240450","0","0","-3","-14478","22-Jul-2021","OPTIDXNIFTY22-07-2021CE16100.00","11.19","0.05","26757","-98.3606557377049","-35.1109494361586","16100","0","774225","238406","NIFTY","15824.05","22-Jul-2021","276.5","225","275.35","375","-186.3","-383","22-Jul-2021","OPTIDXNIFTY22-07-2021PE16100.00","20.44","275.6","426","-40.3334054990258","-47.3423980222497","16100","24300","16725","2996","NIFTY","15824.05","16100",2021-07-23 01:22:42
"410","9.7","4350","9.5","350","-2.25","20131","29-Jul-2021","OPTIDXNIFTY29-07-2021CE16100.00","8.82","9.7","43231","-18.8284518828452","87.1471861471861","16100","237850","88650","153837","NIFTY","15824.05","29-Jul-2021","287","9800","285.55","100","-184.65","1281","29-Jul-2021","OPTIDXNIFTY29-07-2021PE16100.00","14.36","285.1","3186","-39.308142629058","67.244094488189","16100","233900","31400","6761","NIFTY","15824.05","16100",2021-07-23 01:22:42
"411","86.8","300","48.8","600","-523.45","9","12-Aug-2021","OPTIDXNIFTY12-08-2021CE16100.00","8.43","56.9","9","-90.1955716378048","0","16100","16650","1650","17","NIFTY","15824.05","12-Aug-2021","456.35","50","300","100","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE16100.00","0","0","0","0","0","16100","150","4850","0","NIFTY","15824.05","16100",2021-07-23 01:22:42
"412","2044.35","1500","1858.75","75","0","0","22-Jul-2021","OPTIDXNIFTY22-07-2021CE13900.00","0","0","0","0","0","13900","6375","6300","0","NIFTY","15824.05","22-Jul-2021","0.05","2850","0","0","-0.15","95","22-Jul-2021","OPTIDXNIFTY22-07-2021PE13900.00","73.1","0.05","154","-75","161.016949152542","13900","0","131250","2083","NIFTY","15824.05","13900",2021-07-23 01:22:42
"413","198.25","4800","0.35","50","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE16100.00","0","0","0","0","0","16100","2600","4800","0","NIFTY","15824.05","18-Aug-2021","460.6","4800","0","0","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE16100.00","0","0","0","0","0","16100","0","4800","0","NIFTY","15824.05","16100",2021-07-23 01:22:42
"414","109.6","150","106.3","100","29.8","884","26-Aug-2021","OPTIDXNIFTY26-08-2021CE16100.00","8.33","109.55","5636","37.3667711598746","18.6026936026936","16100","23350","11550","7602","NIFTY","15824.05","26-Aug-2021","351.15","50","341.05","50","-140.65","260","26-Aug-2021","OPTIDXNIFTY26-08-2021PE16100.00","14.51","349.95","746","-28.6689767631472","53.4979423868313","16100","14100","12500","790","NIFTY","15824.05","16100",2021-07-23 01:22:42
"415","273.65","4800","0.05","50","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE16100.00","0","155","1","0","0","16100","50","4800","0","NIFTY","15824.05","02-Sep-2021","569.3","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE16100.00","0","0","0","0","0","16100","0","4800","0","NIFTY","15824.05","16100",2021-07-23 01:22:42
"416","287.25","4800","0.1","2600","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE16100.00","0","0","0","0","0","16100","2600","4800","0","NIFTY","15824.05","09-Sep-2021","571.35","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE16100.00","0","0","0","0","0","16100","0","4800","0","NIFTY","15824.05","16100",2021-07-23 01:22:42
"417","304.8","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE16100.00","0","0","0","0","0","16100","0","4800","0","NIFTY","15824.05","16-Sep-2021","575.8","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE16100.00","0","0","0","0","0","16100","0","4800","0","NIFTY","15824.05","16100",2021-07-23 01:22:42
"418","222.1","50","211.05","50","43.6","185","30-Sep-2021","OPTIDXNIFTY30-09-2021CE16100.00","7.31","217.05","926","25.1369270683194","24.9662618083671","16100","10900","6050","1091","NIFTY","15824.05","30-Sep-2021","419.65","50","402.5","50","-122.25","25","30-Sep-2021","OPTIDXNIFTY30-09-2021PE16100.00","15.37","409.7","71","-22.9814832221074","54.3478260869565","16100","3150","7700","45","NIFTY","15824.05","16100",2021-07-23 01:22:42
"419","32.3","50","31.65","50","4.65","5297","05-Aug-2021","OPTIDXNIFTY05-08-2021CE16100.00","8.5","31.4","7234","17.3831775700935","273.464119772845","16100","32100","9000","20464","NIFTY","15824.05","05-Aug-2021","300.3","450","289.4","50","-185.25","99","05-Aug-2021","OPTIDXNIFTY05-08-2021PE16100.00","13.55","297","102","-38.4136858475894","3300","16100","8200","7700","147","NIFTY","15824.05","16100",2021-07-23 01:22:42
"420","6.7","200","6.2","50","-3.1","4784","29-Jul-2021","OPTIDXNIFTY29-07-2021CE16150.00","9.21","6.7","8280","-31.6326530612245","136.842105263158","16150","110900","53500","34397","NIFTY","15824.05","29-Jul-2021","336.85","100","330.7","250","-189.75","22","29-Jul-2021","OPTIDXNIFTY29-07-2021PE16150.00","15.58","332.5","175","-36.3331737673528","14.3790849673203","16150","16350","12850","91","NIFTY","15824.05","16150",2021-07-23 01:22:42
"421","24.1","50","21.05","50","-2","236","05-Aug-2021","OPTIDXNIFTY05-08-2021CE16150.00","8.34","21.15","343","-8.63930885529158","220.560747663551","16150","66350","14050","1054","NIFTY","15824.05","05-Aug-2021","345.95","200","328.4","200","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021PE16150.00","0","290.9","1","0","0","16150","6400","6400","0","NIFTY","15824.05","16150",2021-07-23 01:22:42
"422","173.4","4800","30","100","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE16150.00","0","0","0","0","0","16150","150","4800","0","NIFTY","15824.05","18-Aug-2021","517.55","4800","0","0","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE16150.00","0","0","0","0","0","16150","0","4800","0","NIFTY","15824.05","16150",2021-07-23 01:22:42
"423","1942.5","50","1892.4","100","0.899999999999864","0","29-Jul-2021","OPTIDXNIFTY29-07-2021CE13900.00","0","1964.05","42","0.0458446883834584","0","13900","10150","10800","0","NIFTY","15824.05","29-Jul-2021","1.45","100","1.15","200","-1.15","-10","29-Jul-2021","OPTIDXNIFTY29-07-2021PE13900.00","36.9","1.2","136","-48.936170212766","-6.84931506849315","13900","75500","7150","140","NIFTY","15824.05","13900",2021-07-23 01:22:42
"424","97.35","50","81.05","50","13.45","60","26-Aug-2021","OPTIDXNIFTY26-08-2021CE16150.00","7.67","80.1","332","20.1800450112528","22.0588235294118","16150","17500","6450","599","NIFTY","15824.05","26-Aug-2021","427.6","1950","233.65","50","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021PE16150.00","0","798.85","83","0","0","16150","150","9400","0","NIFTY","15824.05","16150",2021-07-23 01:22:42
"425","269.65","4800","10","50","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE16150.00","0","0","0","0","0","16150","50","4800","0","NIFTY","15824.05","02-Sep-2021","624.05","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE16150.00","0","0","0","0","0","16150","0","4800","0","NIFTY","15824.05","16150",2021-07-23 01:22:42
"426","284","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE16150.00","0","0","0","0","0","16150","0","4800","0","NIFTY","15824.05","09-Sep-2021","626.4","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE16150.00","0","0","0","0","0","16150","0","4800","0","NIFTY","15824.05","16150",2021-07-23 01:22:42
"427","292.65","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE16150.00","0","0","0","0","0","16150","0","4800","0","NIFTY","15824.05","16-Sep-2021","625.6","4800","265","50","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE16150.00","0","0","0","0","0","16150","50","4800","0","NIFTY","15824.05","16150",2021-07-23 01:22:42
"428","299","100","141","50","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021CE16150.00","0","0","0","0","0","16150","1050","4900","0","NIFTY","15824.05","30-Sep-2021","648.95","4800","0","0","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021PE16150.00","0","0","0","0","0","16150","0","4900","0","NIFTY","15824.05","16150",2021-07-23 01:22:42
"429","0.05","975","0","0","-2.8","-4593","22-Jul-2021","OPTIDXNIFTY22-07-2021CE16150.00","13.04","0.05","5758","-98.2456140350877","-44.3725243937784","16150","0","324825","33803","NIFTY","15824.05","22-Jul-2021","328.5","750","325.3","1950","-179.75","-20","22-Jul-2021","OPTIDXNIFTY22-07-2021PE16150.00","25.61","327.8","133","-35.4152300265984","-13.0718954248366","16150","20025","16200","162","NIFTY","15824.05","16150",2021-07-23 01:22:42
"430","153.1","300","25.05","300","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE16150.00","0","0","0","0","0","16150","550","5100","0","NIFTY","15824.05","12-Aug-2021","447.75","4800","0.15","1600","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE16150.00","0","0","0","0","0","16150","1600","4800","0","NIFTY","15824.05","16150",2021-07-23 01:22:42
"431","16.6","50","16.05","200","-1.75","5421","05-Aug-2021","OPTIDXNIFTY05-08-2021CE16200.00","8.68","16.7","7544","-9.48509485094851","255.346208195949","16200","23500","11650","16776","NIFTY","15824.05","05-Aug-2021","387.5","750","375.35","200","-202.9","10","05-Aug-2021","OPTIDXNIFTY05-08-2021PE16200.00","14.03","375.1","12","-35.1038062283737","500","16200","7500","6750","27","NIFTY","15824.05","16200",2021-07-23 01:22:42
"432","255.15","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE16200.00","0","0","0","0","0","16200","0","4800","0","NIFTY","15824.05","09-Sep-2021","638.1","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE16200.00","0","0","0","0","0","16200","0","4800","0","NIFTY","15824.05","16200",2021-07-23 01:22:42
"433","169.2","4800","0.2","50","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE16200.00","0","0","0","0","0","16200","50","4800","0","NIFTY","15824.05","18-Aug-2021","569.55","4800","0","0","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE16200.00","0","0","0","0","0","16200","0","4800","0","NIFTY","15824.05","16200",2021-07-23 01:22:42
"434","1969.4","50","1940.55","50","4.59999999999991","5","26-Aug-2021","OPTIDXNIFTY26-08-2021CE13900.00","0","1921.6","8","0.239958268127277","166.666666666667","13900","7500","7350","5","NIFTY","15824.05","26-Aug-2021","7.45","50","6.3","50","-5.1","73","26-Aug-2021","OPTIDXNIFTY26-08-2021PE13900.00","21.69","6.9","121","-42.5","152.083333333333","13900","38850","25600","157","NIFTY","15824.05","13900",2021-07-23 01:22:42
"435","78","100","75.85","50","21.45","2295","26-Aug-2021","OPTIDXNIFTY26-08-2021CE16200.00","8.36","76.95","9784","38.6486486486487","30.6449459206837","16200","18650","8950","11842","NIFTY","15824.05","26-Aug-2021","419.05","50","407.7","50","-146.95","80","26-Aug-2021","OPTIDXNIFTY26-08-2021PE16200.00","14.73","414","684","-26.1966307157501","13.2450331125828","16200","11400","10650","542","NIFTY","15824.05","16200",2021-07-23 01:22:42
"436","227.95","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE16200.00","0","0","0","0","0","16200","0","4800","0","NIFTY","15824.05","02-Sep-2021","636","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE16200.00","0","0","0","0","0","16200","0","4800","0","NIFTY","15824.05","16200",2021-07-23 01:22:42
"437","5.25","1850","4.9","50","-3.1","15774","29-Jul-2021","OPTIDXNIFTY29-07-2021CE16200.00","9.83","5.25","40945","-37.125748502994","62.6673552898176","16200","209100","112300","148994","NIFTY","15824.05","29-Jul-2021","385","100","380.4","50","-184.6","3396","29-Jul-2021","OPTIDXNIFTY29-07-2021PE16200.00","17.38","383.85","9430","-32.4742721435482","56.2810739144846","16200","24750","15150","7596","NIFTY","15824.05","16200",2021-07-23 01:22:42
"438","280.85","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE16200.00","0","0","0","0","0","16200","0","4800","0","NIFTY","15824.05","16-Sep-2021","631.6","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE16200.00","0","0","0","0","0","16200","0","4800","0","NIFTY","15824.05","16200",2021-07-23 01:22:42
"439","173.35","50","170","50","35.15","120","30-Sep-2021","OPTIDXNIFTY30-09-2021CE16200.00","7.34","171.15","1205","25.8455882352941","11.0599078341014","16200","10900","2700","999","NIFTY","15824.05","30-Sep-2021","474.65","50","456.55","100","-125.4","21","30-Sep-2021","OPTIDXNIFTY30-09-2021PE16200.00","15.84","473.85","116","-20.9261576971214","22.1052631578947","16200","6100","5150","35","NIFTY","15824.05","16200",2021-07-23 01:22:42
"440","0.05","45300","0","0","-2.65","-25147","22-Jul-2021","OPTIDXNIFTY22-07-2021CE16200.00","14.85","0.05","29660","-98.1481481481482","-45.8828251865638","16200","0","438375","158762","NIFTY","15824.05","22-Jul-2021","376.35","1950","374.5","675","-186.15","-192","22-Jul-2021","OPTIDXNIFTY22-07-2021PE16200.00","24.69","374.5","293","-33.2025327744582","-39.5876288659794","16200","18375","18525","1770","NIFTY","15824.05","16200",2021-07-23 01:22:42
"441","39.1","100","29.55","100","-500.6","1","12-Aug-2021","OPTIDXNIFTY12-08-2021CE16200.00","8.93","39.1","1","-92.7552343894756","0","16200","7450","1050","1","NIFTY","15824.05","12-Aug-2021","480.1","4800","0","0","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE16200.00","0","0","0","0","0","16200","0","4800","0","NIFTY","15824.05","16200",2021-07-23 01:22:42
"442","4","50","3.7","50","-3.75","4805","29-Jul-2021","OPTIDXNIFTY29-07-2021CE16250.00","10.2","3.7","7439","-50.3355704697987","182.422171602126","16250","104200","35450","31324","NIFTY","15824.05","29-Jul-2021","432.5","100","427.95","200","-184.9","40","29-Jul-2021","OPTIDXNIFTY29-07-2021PE16250.00","18.77","433.1","175","-29.9190938511327","29.6296296296296","16250","15500","14400","248","NIFTY","15824.05","16250",2021-07-23 01:22:42
"443","133.75","4800","0.3","50","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE16250.00","0","0","0","0","0","16250","100","4800","0","NIFTY","15824.05","12-Aug-2021","546.35","4800","327.15","4800","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE16250.00","0","0","0","0","0","16250","4800","4800","0","NIFTY","15824.05","16250",2021-07-23 01:22:42
"444","158.95","4800","0.2","50","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE16250.00","0","0","0","0","0","16250","50","4800","0","NIFTY","15824.05","18-Aug-2021","625.7","4800","0","0","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE16250.00","0","550","0","0","0","16250","0","4800","0","NIFTY","15824.05","16250",2021-07-23 01:22:42
"445","4965.95","50","4821.45","50","-0.199999999999818","0","30-Dec-2021","OPTIDXNIFTY30-12-2021CE11000.00","0","4853.6","614","-0.00412048292059455","0","11000","600","550","0","NIFTY","15824.05","30-Dec-2021","20.8","1400","18","500","-0.199999999999999","0","30-Dec-2021","OPTIDXNIFTY30-12-2021PE11000.00","30.42","21","9048.5","-0.943396226415091","0","11000","15900","2050","1","NIFTY","15824.05","11000",2021-07-23 01:22:42
"446","2069.2","4800","1687.3","6700","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021CE13950.00","0","0","0","0","0","13950","7450","6700","0","NIFTY","15824.05","26-Aug-2021","11","100","5.25","100","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021PE13950.00","0","0","0","0","0","13950","5100","9700","0","NIFTY","15824.05","13950",2021-07-23 01:22:42
"447","73.2","50","60.1","100","17","178","26-Aug-2021","OPTIDXNIFTY26-08-2021CE16250.00","8.31","62.85","578","37.0774263904035","44.5","16250","16900","5750","1077","NIFTY","15824.05","26-Aug-2021","546.5","6700","0","0","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021PE16250.00","0","510","104","0","0","16250","0","7100","0","NIFTY","15824.05","16250",2021-07-23 01:22:42
"448","217.05","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE16250.00","0","0","0","0","0","16250","0","4800","0","NIFTY","15824.05","02-Sep-2021","692.7","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE16250.00","0","0","0","0","0","16250","0","4800","0","NIFTY","15824.05","16250",2021-07-23 01:22:42
"449","243.9","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE16250.00","0","0","0","0","0","16250","0","4800","0","NIFTY","15824.05","09-Sep-2021","691.25","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE16250.00","0","0","0","0","0","16250","0","4800","0","NIFTY","15824.05","16250",2021-07-23 01:22:42
