"","Call_askPrice","Call_askQty","Call_bidprice","Call_bidQty","Call_change","Call_changeinOpenInterest","Call_expiryDate","Call_identifier","Call_impliedVolatility","Call_lastPrice","Call_openInterest","Call_pChange","Call_pchangeinOpenInterest","Call_strikePrice","Call_totalBuyQuantity","Call_totalSellQuantity","Call_totalTradedVolume","Call_underlying","Call_underlyingValue","expiryDate","Put_askPrice","Put_askQty","Put_bidprice","Put_bidQty","Put_change","Put_changeinOpenInterest","Put_expiryDate","Put_identifier","Put_impliedVolatility","Put_lastPrice","Put_openInterest","Put_pChange","Put_pchangeinOpenInterest","Put_strikePrice","Put_totalBuyQuantity","Put_totalSellQuantity","Put_totalTradedVolume","Put_underlying","Put_underlyingValue","strikePrice","current_time"
"1","7050","50","6740.55","50","240","0","30-Dec-2021","OPTIDXNIFTY30-12-2021CE9000.00","0","6990","169.5","3.55555555555556","0","9000","100","100","12","NIFTY","15824.05","30-Dec-2021","0","0","3.65","300","0","0","30-Dec-2021","OPTIDXNIFTY30-12-2021PE9000.00","0","15.35","136.5","0","0","9000","11800","0","0","NIFTY","15824.05","9000",2021-07-23 01:22:42
"2","4030.95","50","3884.5","50","0","0","30-Dec-2021","OPTIDXNIFTY30-12-2021CE12000.00","0","3822.3","1607.5","0","0","12000","500","550","0","NIFTY","15824.05","30-Dec-2021","30.5","50","29.05","50","-1.3","1","30-Dec-2021","OPTIDXNIFTY30-12-2021PE12000.00","26.06","29.05","2992.5","-4.2833607907743","0.0334280461307037","12000","19900","3000","7","NIFTY","15824.05","12000",2021-07-23 01:22:42
"3","1698.95","4800","1553.95","100","-313.45","2","30-Sep-2021","OPTIDXNIFTY30-09-2021CE14300.00","0","1560","2","-16.7311644292615","0","14300","5100","4800","2","NIFTY","15824.05","30-Sep-2021","38.95","100","16.35","100","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021PE14300.00","0","58.8","3","0","0","14300","2550","5000","0","NIFTY","15824.05","14300",2021-07-23 01:22:42
"4","1527.5","100","1513","50","151.35","-4","29-Jul-2021","OPTIDXNIFTY29-07-2021CE14300.00","0","1485.15","183","11.3472784525416","-2.13903743315508","14300","12150","12100","12","NIFTY","15824.05","29-Jul-2021","1.45","50","1.15","200","-2.25","-390","29-Jul-2021","OPTIDXNIFTY29-07-2021PE14300.00","30.22","1.4","2379","-61.6438356164384","-14.0845070422535","14300","91200","55500","3348","NIFTY","15824.05","14300",2021-07-23 01:22:42
"5","1543.95","975","1466.85","75","0","0","22-Jul-2021","OPTIDXNIFTY22-07-2021CE14300.00","0","1470.6","1","0","0","14300","6375","7275","0","NIFTY","15824.05","22-Jul-2021","0.05","3825","0","0","-0.4","-117","22-Jul-2021","OPTIDXNIFTY22-07-2021PE14300.00","61.22","0.1","266","-80","-30.5483028720627","14300","0","159975","2184","NIFTY","15824.05","14300",2021-07-23 01:22:42
"6","1792.05","4800","1344.2","4800","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE14300.00","0","0","0","0","0","14300","4800","4800","0","NIFTY","15824.05","09-Sep-2021","81.75","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE14300.00","0","0","0","0","0","14300","0","4800","0","NIFTY","15824.05","14300",2021-07-23 01:22:42
"7","1520","750","1417.7","75","0","0","22-Jul-2021","OPTIDXNIFTY22-07-2021CE14350.00","0","0","0","0","0","14350","6375","7050","0","NIFTY","15824.05","22-Jul-2021","0.2","300","0","0","-0.45","-7","22-Jul-2021","OPTIDXNIFTY22-07-2021PE14350.00","59.27","0.1","8","-81.8181818181818","-46.6666666666667","14350","0","127200","72","NIFTY","15824.05","14350",2021-07-23 01:22:42
"8","1635.55","4800","1306.25","4800","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE14350.00","0","0","0","0","0","14350","4800","4800","0","NIFTY","15824.05","12-Aug-2021","29.75","4800","0.3","100","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE14350.00","0","0","0","0","0","14350","100","4800","0","NIFTY","15824.05","14350",2021-07-23 01:22:42
"9","1671.95","4800","1308.4","4800","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE14350.00","0","0","0","0","0","14350","4800","4800","0","NIFTY","15824.05","18-Aug-2021","49.7","4800","0","0","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE14350.00","0","0","0","0","0","14350","0","4800","0","NIFTY","15824.05","14350",2021-07-23 01:22:42
"10","1606.35","4800","1384.95","1900","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021CE14350.00","0","0","0","0","0","14350","9300","6700","0","NIFTY","15824.05","26-Aug-2021","25","100","6.7","100","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021PE14350.00","0","0","0","0","0","14350","100","5050","0","NIFTY","15824.05","14350",2021-07-23 01:22:42
"11","1765.35","4800","1309.35","4800","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE14350.00","0","0","0","0","0","14350","4800","4800","0","NIFTY","15824.05","02-Sep-2021","69.45","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE14350.00","0","0","0","0","0","14350","0","4800","0","NIFTY","15824.05","14350",2021-07-23 01:22:42
"12","1738.4","4800","1317.55","4800","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE14350.00","0","0","0","0","0","14350","4800","4800","0","NIFTY","15824.05","09-Sep-2021","81.75","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE14350.00","0","0","0","0","0","14350","0","4800","0","NIFTY","15824.05","14350",2021-07-23 01:22:42
"13","3887.1","150","3842.2","100","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021CE12000.00","0","3717.4","9.5","0","0","12000","5200","4950","0","NIFTY","15824.05","30-Sep-2021","10.5","50","10","50","-1.4","5","30-Sep-2021","OPTIDXNIFTY30-09-2021PE12000.00","29.84","7.25","611.5","-16.1849710982659","0.824402308326463","12000","6700","5900","12","NIFTY","15824.05","12000",2021-07-23 01:22:42
"14","1726.45","4800","1297.7","4800","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE14350.00","0","0","0","0","0","14350","4800","4800","0","NIFTY","15824.05","16-Sep-2021","81.75","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE14350.00","0","0","0","0","0","14350","0","4800","0","NIFTY","15824.05","14350",2021-07-23 01:22:42
"15","1648.95","4800","1401","100","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021CE14350.00","0","0","0","0","0","14350","5000","4800","0","NIFTY","15824.05","30-Sep-2021","39","100","20.2","1000","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021PE14350.00","0","0","0","0","0","14350","2100","4900","0","NIFTY","15824.05","14350",2021-07-23 01:22:42
"16","1510.95","1500","1417.95","50","0","0","29-Jul-2021","OPTIDXNIFTY29-07-2021CE14350.00","0","1304.05","1","0","0","14350","10150","12950","0","NIFTY","15824.05","29-Jul-2021","2.7","50","0.95","700","-2.35","9","29-Jul-2021","OPTIDXNIFTY29-07-2021PE14350.00","29.89","1.65","90","-58.75","11.1111111111111","14350","38700","15100","186","NIFTY","15824.05","14350",2021-07-23 01:22:42
"17","1575.45","1000","1384.3","1000","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021CE14350.00","0","0","0","0","0","14350","5800","5800","0","NIFTY","15824.05","05-Aug-2021","5.1","500","3.25","50","-0.100000000000001","9","05-Aug-2021","OPTIDXNIFTY05-08-2021PE14350.00","25","5.1","10","-1.92307692307693","900","14350","5000","30850","16","NIFTY","15824.05","14350",2021-07-23 01:22:42
"18","1431.5","100","1412.65","100","171.3","-5","29-Jul-2021","OPTIDXNIFTY29-07-2021CE14400.00","0","1418.5","80","13.7347658755613","-5.88235294117647","14400","11600","12100","8","NIFTY","15824.05","29-Jul-2021","1.7","750","1.6","200","-2.7","-66","29-Jul-2021","OPTIDXNIFTY29-07-2021PE14400.00","28.96","1.65","2704","-62.0689655172414","-2.3826714801444","14400","105750","80800","4365","NIFTY","15824.05","14400",2021-07-23 01:22:42
"19","1586.45","4800","1273.15","4800","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE14400.00","0","0","0","0","0","14400","4800","4800","0","NIFTY","15824.05","12-Aug-2021","33.7","4800","0.3","100","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE14400.00","0","0","0","0","0","14400","100","4800","0","NIFTY","15824.05","14400",2021-07-23 01:22:42
"20","1612.45","4800","1259.2","4800","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE14400.00","0","0","0","0","0","14400","4800","4800","0","NIFTY","15824.05","18-Aug-2021","55.1","4800","0","0","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE14400.00","0","0","0","0","0","14400","0","4800","0","NIFTY","15824.05","14400",2021-07-23 01:22:42
"21","1476.95","50","1447.55","50","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021CE14400.00","0","1577.1","22","0","0","14400","7400","7550","0","NIFTY","15824.05","26-Aug-2021","11.95","50","7.4","3000","-8.15","-9","26-Aug-2021","OPTIDXNIFTY26-08-2021PE14400.00","18.01","10.2","740","-44.4141689373297","-1.20160213618158","14400","17350","7000","1273","NIFTY","15824.05","14400",2021-07-23 01:22:42
"22","1720.2","4800","1272.4","4800","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE14400.00","0","0","0","0","0","14400","4800","4800","0","NIFTY","15824.05","02-Sep-2021","76.1","4800","0.5","500","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE14400.00","0","0","0","0","0","14400","500","4800","0","NIFTY","15824.05","14400",2021-07-23 01:22:42
"23","1683.3","4800","1266.75","4800","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE14400.00","0","0","0","0","0","14400","4800","4800","0","NIFTY","15824.05","09-Sep-2021","81.75","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE14400.00","0","0","0","0","0","14400","0","4800","0","NIFTY","15824.05","14400",2021-07-23 01:22:42
"24","3601.25","50","3389.9","50","0","0","30-Dec-2021","OPTIDXNIFTY30-12-2021CE12500.00","0","3407.2","402","0","0","12500","550","550","0","NIFTY","15824.05","30-Dec-2021","34.95","150","33.5","100","-5.95","3","30-Dec-2021","OPTIDXNIFTY30-12-2021PE12500.00","23.89","34","2499.5","-14.8936170212766","0.120168235529742","12500","7450","5000","12","NIFTY","15824.05","12500",2021-07-23 01:22:42
"25","1671.3","4800","1263.1","4800","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE14400.00","0","0","0","0","0","14400","4800","4800","0","NIFTY","15824.05","16-Sep-2021","82.75","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE14400.00","0","0","0","0","0","14400","0","4800","0","NIFTY","15824.05","14400",2021-07-23 01:22:42
"26","1598.95","4800","1351.05","50","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021CE14400.00","0","0","0","0","0","14400","5050","4800","0","NIFTY","15824.05","30-Sep-2021","34.95","50","30.1","50","-18.95","-23","30-Sep-2021","OPTIDXNIFTY30-09-2021PE14400.00","17.07","31.4","171","-37.6365441906653","-11.8556701030928","14400","9000","6050","112","NIFTY","15824.05","14400",2021-07-23 01:22:42
"27","1443.95","975","1368.75","75","0","0","22-Jul-2021","OPTIDXNIFTY22-07-2021CE14400.00","0","0","0","0","0","14400","6375","7275","0","NIFTY","15824.05","22-Jul-2021","0.1","9000","0","0","-0.5","-130","22-Jul-2021","OPTIDXNIFTY22-07-2021PE14400.00","54.37","0.05","272","-90.9090909090909","-32.3383084577114","14400","0","151725","3953","NIFTY","15824.05","14400",2021-07-23 01:22:42
"28","1524.15","1000","1336.65","1000","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021CE14400.00","0","0","0","0","0","14400","5800","5800","0","NIFTY","15824.05","05-Aug-2021","7.5","100","2.35","500","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021PE14400.00","0","0","0","0","0","14400","6050","11450","0","NIFTY","15824.05","14400",2021-07-23 01:22:42
"29","1474.25","1000","1289.2","1000","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021CE14450.00","0","0","0","0","0","14450","5800","5800","0","NIFTY","15824.05","05-Aug-2021","19.7","500","3","300","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021PE14450.00","0","0","0","0","0","14450","5200","11400","0","NIFTY","15824.05","14450",2021-07-23 01:22:42
"30","1548.95","4800","1301","100","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021CE14450.00","0","0","0","0","0","14450","5000","4800","0","NIFTY","15824.05","30-Sep-2021","99","100","21.45","1000","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021PE14450.00","0","0","0","0","0","14450","2000","4900","0","NIFTY","15824.05","14450",2021-07-23 01:22:42
"31","1563.95","4800","1214.05","4800","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE14450.00","0","0","0","0","0","14450","4800","4800","0","NIFTY","15824.05","18-Aug-2021","60.7","4800","0","0","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE14450.00","0","0","0","0","0","14450","0","4800","0","NIFTY","15824.05","14450",2021-07-23 01:22:42
"32","1499.3","4800","1289.8","1900","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021CE14450.00","0","0","0","0","0","14450","9300","6700","0","NIFTY","15824.05","26-Aug-2021","39","100","7.6","100","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021PE14450.00","0","0","0","0","0","14450","1750","4900","0","NIFTY","15824.05","14450",2021-07-23 01:22:42
"33","1653.65","4800","1225.75","4800","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE14450.00","0","0","0","0","0","14450","4800","4800","0","NIFTY","15824.05","02-Sep-2021","124.15","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE14450.00","0","0","0","0","0","14450","0","9600","0","NIFTY","15824.05","14450",2021-07-23 01:22:42
"34","1629.6","4800","1225.55","4800","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE14450.00","0","0","0","0","0","14450","4800","4800","0","NIFTY","15824.05","09-Sep-2021","84.8","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE14450.00","0","0","0","0","0","14450","0","4800","0","NIFTY","15824.05","14450",2021-07-23 01:22:42
"35","3409.05","50","3352.1","50","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021CE12500.00","0","0","0","0","0","12500","5150","5000","0","NIFTY","15824.05","30-Sep-2021","11.4","50","9.05","150","-2.35","-1","30-Sep-2021","OPTIDXNIFTY30-09-2021PE12500.00","26.98","9.05","108.5","-20.6140350877193","-0.91324200913242","12500","9450","5650","4","NIFTY","15824.05","12500",2021-07-23 01:22:42
"36","1618.2","4800","1224.9","4800","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE14450.00","0","0","0","0","0","14450","4800","4800","0","NIFTY","15824.05","16-Sep-2021","84.8","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE14450.00","0","0","0","0","0","14450","0","4800","0","NIFTY","15824.05","14450",2021-07-23 01:22:42
"37","1410.45","50","1348.8","50","0","0","29-Jul-2021","OPTIDXNIFTY29-07-2021CE14450.00","0","0","0","0","0","14450","10200","7150","0","NIFTY","15824.05","29-Jul-2021","1.55","50","0.75","4500","-2.95","3","29-Jul-2021","OPTIDXNIFTY29-07-2021PE14450.00","28.14","1.7","94","-63.4408602150538","3.2967032967033","14450","43100","15150","333","NIFTY","15824.05","14450",2021-07-23 01:22:42
"38","1399.7","750","1319.65","75","0","0","22-Jul-2021","OPTIDXNIFTY22-07-2021CE14450.00","0","0","0","0","0","14450","6375","7050","0","NIFTY","15824.05","22-Jul-2021","0.05","7725","0","0","-0.65","4","22-Jul-2021","OPTIDXNIFTY22-07-2021PE14450.00","55.38","0.1","200","-86.6666666666667","2.04081632653061","14450","0","155925","369","NIFTY","15824.05","14450",2021-07-23 01:22:42
"39","1534.65","4800","1229.2","4800","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE14450.00","0","0","0","0","0","14450","4800","4800","0","NIFTY","15824.05","12-Aug-2021","37.4","4800","0.4","50","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE14450.00","0","0","0","0","0","14450","150","9600","0","NIFTY","15824.05","14450",2021-07-23 01:22:42
"40","1431.55","50","1408.25","150","130.6","-19.5","30-Sep-2021","OPTIDXNIFTY30-09-2021CE14500.00","0","1412","315","10.1919775245825","-5.82959641255605","14500","5300","5550","74","NIFTY","15824.05","30-Sep-2021","36.75","50","34.3","250","-22","-279.5","30-Sep-2021","OPTIDXNIFTY30-09-2021PE14500.00","16.61","34.65","25457.5","-38.8349514563107","-1.08598515755527","14500","12250","18250","1577","NIFTY","15824.05","14500",2021-07-23 01:22:42
"41","1434.9","50","1282.1","50","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021CE14500.00","0","0","0","0","0","14500","6050","6050","0","NIFTY","15824.05","05-Aug-2021","5","100","4.35","50","-7.3","201","05-Aug-2021","OPTIDXNIFTY05-08-2021PE14500.00","22.48","4.65","657","-61.0878661087866","44.0789473684211","14500","22100","14450","1126","NIFTY","15824.05","14500",2021-07-23 01:22:42
"42","1329.3","100","1324.6","150","182.25","-56","29-Jul-2021","OPTIDXNIFTY29-07-2021CE14500.00","0","1327.85","6784","15.9086941340782","-0.818713450292398","14500","14400","14050","963","NIFTY","15824.05","29-Jul-2021","1.85","5000","1.65","50","-3.2","5743","29-Jul-2021","OPTIDXNIFTY29-07-2021PE14500.00","27.31","1.75","29393","-64.6464646464647","24.2832980972516","14500","256000","233600","35751","NIFTY","15824.05","14500",2021-07-23 01:22:42
"43","1362.95","50","1359.4","50","157","796","26-Aug-2021","OPTIDXNIFTY26-08-2021CE14500.00","0","1359.85","5625","13.0523340399884","16.4837440463864","14500","7800","7550","972","NIFTY","15824.05","26-Aug-2021","11.05","50","10.5","200","-10.55","-650","26-Aug-2021","OPTIDXNIFTY26-08-2021PE14500.00","17.02","10.25","24753","-50.7211538461538","-2.55875290320041","14500","36800","26700","12219","NIFTY","15824.05","14500",2021-07-23 01:22:42
"44","1627.45","4800","1172.9","4800","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE14500.00","0","0","0","0","0","14500","4800","4800","0","NIFTY","15824.05","02-Sep-2021","84.55","4800","0.3","50","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE14500.00","0","0","0","0","0","14500","50","9600","0","NIFTY","15824.05","14500",2021-07-23 01:22:42
"45","1574.45","4800","1180.4","4800","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE14500.00","0","0","0","0","0","14500","4800","4800","0","NIFTY","15824.05","09-Sep-2021","86.75","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE14500.00","0","0","0","0","0","14500","0","4800","0","NIFTY","15824.05","14500",2021-07-23 01:22:42
"46","2830.2","250","2821.35","100","176.55","-115","29-Jul-2021","OPTIDXNIFTY29-07-2021CE13000.00","0","2825.25","15314","6.66553403556462","-0.745349666212976","13000","13200","10750","271","NIFTY","15824.05","29-Jul-2021","1.05","2250","1","7100","-0.7","1655","29-Jul-2021","OPTIDXNIFTY29-07-2021PE13000.00","52.76","1.05","19019","-40","9.5312140059894","13000","209750","106500","4972","NIFTY","15824.05","13000",2021-07-23 01:22:42
"47","1563","4800","1182.15","4800","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE14500.00","0","0","0","0","0","14500","4800","4800","0","NIFTY","15824.05","16-Sep-2021","94.3","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE14500.00","0","0","0","0","0","14500","0","4800","0","NIFTY","15824.05","14500",2021-07-23 01:22:42
"48","1475.95","4800","1180.4","4800","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE14500.00","0","0","0","0","0","14500","4800","4800","0","NIFTY","15824.05","12-Aug-2021","19.8","50","3.35","300","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE14500.00","0","0","0","0","0","14500","1550","4900","0","NIFTY","15824.05","14500",2021-07-23 01:22:42
"49","1683.4","50","1610","50","97.55","-4","30-Dec-2021","OPTIDXNIFTY30-12-2021CE14500.00","0","1620.05","596","6.40722495894909","-0.666666666666667","14500","1350","850","16","NIFTY","15824.05","30-Dec-2021","123.4","50","120.1","50","-30.15","211","30-Dec-2021","OPTIDXNIFTY30-12-2021PE14500.00","18.07","122.9","11086","-19.6994446259392","1.94022988505747","14500","9600","6400","602","NIFTY","15824.05","14500",2021-07-23 01:22:42
"50","3000.9","100","1750","50","340","2","30-Jun-2022","OPTIDXNIFTY30-06-2022CE14500.00","0","1940","3.5","21.25","133.333333333333","14500","50","250","8","NIFTY","15824.05","30-Jun-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14500",2021-07-23 01:22:42
"51","1339.9","3000","1311.75","75","121.05","-2","22-Jul-2021","OPTIDXNIFTY22-07-2021CE14500.00","0","1278","7","10.4628549202645","-22.2222222222222","14500","10875","11700","8","NIFTY","15824.05","22-Jul-2021","0.05","2100","0","0","-0.55","-2357","22-Jul-2021","OPTIDXNIFTY22-07-2021PE14500.00","50.66","0.05","4509","-91.6666666666667","-34.3285755898631","14500","0","220575","26509","NIFTY","15824.05","14500",2021-07-23 01:22:42
"52","1494.45","4800","1180.4","4800","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE14500.00","0","0","0","0","0","14500","4800","4800","0","NIFTY","15824.05","18-Aug-2021","44.25","4800","1.65","600","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE14500.00","0","0","0","0","0","14500","650","4800","0","NIFTY","15824.05","14500",2021-07-23 01:22:42
"53","1317.45","2850","1220.15","50","0","0","29-Jul-2021","OPTIDXNIFTY29-07-2021CE14550.00","0","1108.5","11","0","0","14550","10200","14250","0","NIFTY","15824.05","29-Jul-2021","2.05","50","1.95","50","-3.65","-69","29-Jul-2021","OPTIDXNIFTY29-07-2021PE14550.00","26.66","1.9","156","-65.7657657657658","-30.6666666666667","14550","68850","12750","480","NIFTY","15824.05","14550",2021-07-23 01:22:42
"54","1353.75","1000","956.05","5800","0","0","05-Aug-2021","OPTIDXNIFTY05-08-2021CE14550.00","0","1134.9","1","0","0","14550","5800","5800","0","NIFTY","15824.05","05-Aug-2021","6.95","50","4.35","200","-22.65","3","05-Aug-2021","OPTIDXNIFTY05-08-2021PE14550.00","21.53","4.35","5","-83.8888888888889","150","14550","6250","10550","25","NIFTY","15824.05","14550",2021-07-23 01:22:42
"55","1459.2","4800","1131.9","4800","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE14550.00","0","0","0","0","0","14550","4800","4800","0","NIFTY","15824.05","12-Aug-2021","47.7","4800","1.1","100","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE14550.00","0","0","0","0","0","14550","100","4800","0","NIFTY","15824.05","14550",2021-07-23 01:22:42
"56","1470.45","4800","1130.05","4800","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021CE14550.00","0","0","0","0","0","14550","4800","4800","0","NIFTY","15824.05","18-Aug-2021","74.55","4800","0","0","0","0","18-Aug-2021","OPTIDXNIFTY18-08-2021PE14550.00","0","0","0","0","0","14550","0","4800","0","NIFTY","15824.05","14550",2021-07-23 01:22:42
"57","2874.95","200","2870.65","50","159.75","73","30-Sep-2021","OPTIDXNIFTY30-09-2021CE13000.00","0","2870","944.5","5.89429019463149","8.37636259323006","13000","5150","6600","116","NIFTY","15824.05","30-Sep-2021","10.5","50","10","50","-3.8","92.5","30-Sep-2021","OPTIDXNIFTY30-09-2021PE13000.00","23.8","10.4","4497","-26.7605633802817","2.1001248722897","13000","19800","13100","183","NIFTY","15824.05","13000",2021-07-23 01:22:42
"58","1524.95","1900","1155.1","1900","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021CE14550.00","0","0","0","0","0","14550","9300","6700","0","NIFTY","15824.05","26-Aug-2021","39","100","8.65","50","0","0","26-Aug-2021","OPTIDXNIFTY26-08-2021PE14550.00","0","0","0","0","0","14550","2350","4900","0","NIFTY","15824.05","14550",2021-07-23 01:22:42
"59","1527.45","4800","1127.7","4800","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021CE14550.00","0","0","0","0","0","14550","4800","4800","0","NIFTY","15824.05","02-Sep-2021","130.6","4800","0","0","0","0","02-Sep-2021","OPTIDXNIFTY02-09-2021PE14550.00","0","0","0","0","0","14550","0","4800","0","NIFTY","15824.05","14550",2021-07-23 01:22:42
"60","1526.8","4800","1127.7","4800","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021CE14550.00","0","0","0","0","0","14550","4800","4800","0","NIFTY","15824.05","09-Sep-2021","91.35","4800","0","0","0","0","09-Sep-2021","OPTIDXNIFTY09-09-2021PE14550.00","0","0","0","0","0","14550","0","4800","0","NIFTY","15824.05","14550",2021-07-23 01:22:42
"61","1516.1","4800","1128.85","4800","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021CE14550.00","0","0","0","0","0","14550","4800","4800","0","NIFTY","15824.05","16-Sep-2021","91.5","4800","0","0","0","0","16-Sep-2021","OPTIDXNIFTY16-09-2021PE14550.00","0","0","0","0","0","14550","0","4800","0","NIFTY","15824.05","14550",2021-07-23 01:22:42
"62","1498.95","4800","1201","100","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021CE14550.00","0","0","0","0","0","14550","5000","4800","0","NIFTY","15824.05","30-Sep-2021","69","100","30","1000","0","0","30-Sep-2021","OPTIDXNIFTY30-09-2021PE14550.00","0","0","0","0","0","14550","2000","4900","0","NIFTY","15824.05","14550",2021-07-23 01:22:42
"63","1289","750","1250","750","0","0","22-Jul-2021","OPTIDXNIFTY22-07-2021CE14550.00","0","1076.15","0","0","0","14550","10050","10050","0","NIFTY","15824.05","22-Jul-2021","0.1","1200","0","0","-0.8","-108","22-Jul-2021","OPTIDXNIFTY22-07-2021PE14550.00","48.81","0.05","42","-94.1176470588235","-72","14550","0","157650","205","NIFTY","15824.05","14550",2021-07-23 01:22:42
"64","1228.35","50","1218.7","50","167.35","-11","29-Jul-2021","OPTIDXNIFTY29-07-2021CE14600.00","0","1217.25","320","15.9396132965044","-3.32326283987915","14600","13450","12700","63","NIFTY","15824.05","29-Jul-2021","1.9","50","1.65","100","-4.25","1305","29-Jul-2021","OPTIDXNIFTY29-07-2021PE14600.00","25.72","1.9","4892","-69.1056910569106","36.3813771954279","14600","173350","65850","10720","NIFTY","15824.05","14600",2021-07-23 01:22:42
"65","1239.9","3000","1212.3","75","252.6","1","22-Jul-2021","OPTIDXNIFTY22-07-2021CE14600.00","0","1141.4","1","28.4203420342034","0","14600","9525","10275","1","NIFTY","15824.05","22-Jul-2021","0.05","3300","0","0","-0.7","413","22-Jul-2021","OPTIDXNIFTY22-07-2021PE14600.00","46.96","0.05","2400","-93.3333333333333","20.785103170609","14600","0","188925","7204","NIFTY","15824.05","14600",2021-07-23 01:22:42
"66","1404.1","4800","1087.6","4800","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021CE14600.00","0","0","0","0","0","14600","4800","4800","0","NIFTY","15824.05","12-Aug-2021","54.2","50","0.25","600","0","0","12-Aug-2021","OPTIDXNIFTY12-08-2021PE14600.00","0","0","0","0","0","14600","600","4850","0","NIFTY","15824.05","14600",2021-07-23 01:22:42
